0/41256 (epoch 0), train_loss = 5.322, time/batch = 2.011
13299/41256 (epoch 11), train_loss = 0.757, time/batch = 0.802
13300/41256 (epoch 11), train_loss = 0.760, time/batch = 0.802
13301/41256 (epoch 11), train_loss = 0.756, time/batch = 0.805
13302/41256 (epoch 11), train_loss = 0.764, time/batch = 0.800
13303/41256 (epoch 11), train_loss = 0.759, time/batch = 0.806
13304/41256 (epoch 11), train_loss = 0.756, time/batch = 0.805
13305/41256 (epoch 11), train_loss = 0.761, time/batch = 0.806
13306/41256 (epoch 11), train_loss = 0.756, time/batch = 0.804
13307/41256 (epoch 11), train_loss = 0.746, time/batch = 0.802
13308/41256 (epoch 11), train_loss = 0.753, time/batch = 0.802
13309/41256 (epoch 11), train_loss = 0.752, time/batch = 0.805
13310/41256 (epoch 11), train_loss = 0.752, time/batch = 0.805
13311/41256 (epoch 11), train_loss = 0.740, time/batch = 0.799
13312/41256 (epoch 11), train_loss = 0.755, time/batch = 0.801
13313/41256 (epoch 11), train_loss = 0.744, time/batch = 0.807
13314/41256 (epoch 11), train_loss = 0.738, time/batch = 0.804
13315/41256 (epoch 11), train_loss = 0.737, time/batch = 0.804
13316/41256 (epoch 11), train_loss = 0.749, time/batch = 0.802
13317/41256 (epoch 11), train_loss = 0.745, time/batch = 0.800
13318/41256 (epoch 11), train_loss = 0.740, time/batch = 0.819
13319/41256 (epoch 11), train_loss = 0.742, time/batch = 0.805
13320/41256 (epoch 11), train_loss = 0.740, time/batch = 0.795
13321/41256 (epoch 11), train_loss = 0.737, time/batch = 0.804
13322/41256 (epoch 11), train_loss = 0.739, time/batch = 0.804
13323/41256 (epoch 11), train_loss = 0.747, time/batch = 0.804
13324/41256 (epoch 11), train_loss = 0.744, time/batch = 0.799
13325/41256 (epoch 11), train_loss = 0.747, time/batch = 0.800
13326/41256 (epoch 11), train_loss = 0.735, time/batch = 0.803
13327/41256 (epoch 11), train_loss = 0.747, time/batch = 0.803
13328/41256 (epoch 11), train_loss = 0.758, time/batch = 0.799
13329/41256 (epoch 11), train_loss = 0.748, time/batch = 0.798
13330/41256 (epoch 11), train_loss = 0.756, time/batch = 0.818
13331/41256 (epoch 11), train_loss = 0.750, time/batch = 0.806
13332/41256 (epoch 11), train_loss = 0.754, time/batch = 0.806
13333/41256 (epoch 11), train_loss = 0.747, time/batch = 0.800
13334/41256 (epoch 11), train_loss = 0.761, time/batch = 0.803
13335/41256 (epoch 11), train_loss = 0.762, time/batch = 0.807
13336/41256 (epoch 11), train_loss = 0.754, time/batch = 0.804
13337/41256 (epoch 11), train_loss = 0.735, time/batch = 0.803
13338/41256 (epoch 11), train_loss = 0.751, time/batch = 0.800
13339/41256 (epoch 11), train_loss = 0.760, time/batch = 0.801
13340/41256 (epoch 11), train_loss = 0.767, time/batch = 0.813
13341/41256 (epoch 11), train_loss = 0.774, time/batch = 0.805
13342/41256 (epoch 11), train_loss = 0.763, time/batch = 0.805
13343/41256 (epoch 11), train_loss = 0.752, time/batch = 0.802
13344/41256 (epoch 11), train_loss = 0.763, time/batch = 0.801
13345/41256 (epoch 11), train_loss = 0.768, time/batch = 0.804
13346/41256 (epoch 11), train_loss = 0.767, time/batch = 0.803
13347/41256 (epoch 11), train_loss = 0.777, time/batch = 0.806
13348/41256 (epoch 11), train_loss = 0.761, time/batch = 0.801
13349/41256 (epoch 11), train_loss = 0.760, time/batch = 0.802
13350/41256 (epoch 11), train_loss = 0.767, time/batch = 0.803
13351/41256 (epoch 11), train_loss = 0.782, time/batch = 0.801
13352/41256 (epoch 11), train_loss = 0.767, time/batch = 0.799
13353/41256 (epoch 11), train_loss = 0.773, time/batch = 0.802
13354/41256 (epoch 11), train_loss = 0.777, time/batch = 0.804
13355/41256 (epoch 11), train_loss = 0.790, time/batch = 0.805
13356/41256 (epoch 11), train_loss = 0.774, time/batch = 0.800
13357/41256 (epoch 11), train_loss = 0.774, time/batch = 0.802
13358/41256 (epoch 11), train_loss = 0.777, time/batch = 0.810
13359/41256 (epoch 11), train_loss = 0.788, time/batch = 0.805
13360/41256 (epoch 11), train_loss = 0.774, time/batch = 0.805
13361/41256 (epoch 11), train_loss = 0.773, time/batch = 0.797
13362/41256 (epoch 11), train_loss = 0.772, time/batch = 0.803
13363/41256 (epoch 11), train_loss = 0.774, time/batch = 0.811
13364/41256 (epoch 11), train_loss = 0.781, time/batch = 0.805
13365/41256 (epoch 11), train_loss = 0.787, time/batch = 0.801
13366/41256 (epoch 11), train_loss = 0.787, time/batch = 0.810
13367/41256 (epoch 11), train_loss = 0.776, time/batch = 0.802
13368/41256 (epoch 11), train_loss = 0.758, time/batch = 0.801
13369/41256 (epoch 11), train_loss = 0.777, time/batch = 0.804
13370/41256 (epoch 11), train_loss = 0.779, time/batch = 0.802
13371/41256 (epoch 11), train_loss = 0.773, time/batch = 0.802
13372/41256 (epoch 11), train_loss = 0.766, time/batch = 0.802
13373/41256 (epoch 11), train_loss = 0.773, time/batch = 0.805
13374/41256 (epoch 11), train_loss = 0.759, time/batch = 0.805
13375/41256 (epoch 11), train_loss = 0.756, time/batch = 0.802
13376/41256 (epoch 11), train_loss = 0.768, time/batch = 0.801
13377/41256 (epoch 11), train_loss = 0.769, time/batch = 0.804
13378/41256 (epoch 11), train_loss = 0.753, time/batch = 0.807
13379/41256 (epoch 11), train_loss = 0.771, time/batch = 0.800
13380/41256 (epoch 11), train_loss = 0.764, time/batch = 0.799
13381/41256 (epoch 11), train_loss = 0.752, time/batch = 0.803
13382/41256 (epoch 11), train_loss = 0.757, time/batch = 0.802
13383/41256 (epoch 11), train_loss = 0.766, time/batch = 0.800
13384/41256 (epoch 11), train_loss = 0.752, time/batch = 0.806
13385/41256 (epoch 11), train_loss = 0.752, time/batch = 0.801
13386/41256 (epoch 11), train_loss = 0.762, time/batch = 0.801
13387/41256 (epoch 11), train_loss = 0.759, time/batch = 0.808
13388/41256 (epoch 11), train_loss = 0.747, time/batch = 0.801
13389/41256 (epoch 11), train_loss = 0.741, time/batch = 0.801
13390/41256 (epoch 11), train_loss = 0.760, time/batch = 0.801
13391/41256 (epoch 11), train_loss = 0.756, time/batch = 0.804
13392/41256 (epoch 11), train_loss = 0.750, time/batch = 0.801
13393/41256 (epoch 11), train_loss = 0.748, time/batch = 0.805
13394/41256 (epoch 11), train_loss = 0.759, time/batch = 0.803
13395/41256 (epoch 11), train_loss = 0.742, time/batch = 0.800
13396/41256 (epoch 11), train_loss = 0.746, time/batch = 0.806
13397/41256 (epoch 11), train_loss = 0.739, time/batch = 0.803
13398/41256 (epoch 11), train_loss = 0.737, time/batch = 0.806
13399/41256 (epoch 11), train_loss = 0.741, time/batch = 0.801
13400/41256 (epoch 11), train_loss = 0.742, time/batch = 0.803
13401/41256 (epoch 11), train_loss = 0.740, time/batch = 0.803
13402/41256 (epoch 11), train_loss = 0.735, time/batch = 0.804
13403/41256 (epoch 11), train_loss = 0.741, time/batch = 0.801
13404/41256 (epoch 11), train_loss = 0.742, time/batch = 0.806
13405/41256 (epoch 11), train_loss = 0.747, time/batch = 0.803
13406/41256 (epoch 11), train_loss = 0.750, time/batch = 0.805
13407/41256 (epoch 11), train_loss = 0.748, time/batch = 0.801
13408/41256 (epoch 11), train_loss = 0.754, time/batch = 0.803
13409/41256 (epoch 11), train_loss = 0.750, time/batch = 0.812
13410/41256 (epoch 11), train_loss = 0.750, time/batch = 0.805
13411/41256 (epoch 11), train_loss = 0.752, time/batch = 0.799
13412/41256 (epoch 11), train_loss = 0.758, time/batch = 0.802
13413/41256 (epoch 11), train_loss = 0.749, time/batch = 0.820
13414/41256 (epoch 11), train_loss = 0.744, time/batch = 0.802
13415/41256 (epoch 11), train_loss = 0.761, time/batch = 0.802
13416/41256 (epoch 11), train_loss = 0.762, time/batch = 0.798
13417/41256 (epoch 11), train_loss = 0.771, time/batch = 0.816
13418/41256 (epoch 11), train_loss = 0.748, time/batch = 0.805
13419/41256 (epoch 11), train_loss = 0.755, time/batch = 0.804
13420/41256 (epoch 11), train_loss = 0.756, time/batch = 0.804
13421/41256 (epoch 11), train_loss = 0.754, time/batch = 0.800
13422/41256 (epoch 11), train_loss = 0.745, time/batch = 0.819
13423/41256 (epoch 11), train_loss = 0.742, time/batch = 0.802
13424/41256 (epoch 11), train_loss = 0.746, time/batch = 0.803
13425/41256 (epoch 11), train_loss = 0.751, time/batch = 0.804
13426/41256 (epoch 11), train_loss = 0.744, time/batch = 0.801
13427/41256 (epoch 11), train_loss = 0.750, time/batch = 0.804
13428/41256 (epoch 11), train_loss = 0.747, time/batch = 0.804
13429/41256 (epoch 11), train_loss = 0.759, time/batch = 0.802
13430/41256 (epoch 11), train_loss = 0.755, time/batch = 0.800
13431/41256 (epoch 11), train_loss = 0.748, time/batch = 0.803
13432/41256 (epoch 11), train_loss = 0.743, time/batch = 0.803
13433/41256 (epoch 11), train_loss = 0.758, time/batch = 0.803
13434/41256 (epoch 11), train_loss = 0.760, time/batch = 0.801
13435/41256 (epoch 11), train_loss = 0.761, time/batch = 0.804
13436/41256 (epoch 11), train_loss = 0.755, time/batch = 0.803
13437/41256 (epoch 11), train_loss = 0.744, time/batch = 0.805
13438/41256 (epoch 11), train_loss = 0.754, time/batch = 0.809
13439/41256 (epoch 11), train_loss = 0.751, time/batch = 0.803
13440/41256 (epoch 11), train_loss = 0.748, time/batch = 0.812
13441/41256 (epoch 11), train_loss = 0.749, time/batch = 0.807
13442/41256 (epoch 11), train_loss = 0.755, time/batch = 0.806
13443/41256 (epoch 11), train_loss = 0.763, time/batch = 0.802
13444/41256 (epoch 11), train_loss = 0.757, time/batch = 0.799
13445/41256 (epoch 11), train_loss = 0.752, time/batch = 0.802
13446/41256 (epoch 11), train_loss = 0.750, time/batch = 0.803
13447/41256 (epoch 11), train_loss = 0.751, time/batch = 0.800
13448/41256 (epoch 11), train_loss = 0.775, time/batch = 0.798
13449/41256 (epoch 11), train_loss = 0.769, time/batch = 0.804
13450/41256 (epoch 11), train_loss = 0.765, time/batch = 0.805
13451/41256 (epoch 11), train_loss = 0.756, time/batch = 0.804
13452/41256 (epoch 11), train_loss = 0.763, time/batch = 0.798
13453/41256 (epoch 11), train_loss = 0.757, time/batch = 0.802
13454/41256 (epoch 11), train_loss = 0.771, time/batch = 0.806
13455/41256 (epoch 11), train_loss = 0.772, time/batch = 0.805
13456/41256 (epoch 11), train_loss = 0.762, time/batch = 0.806
13457/41256 (epoch 11), train_loss = 0.763, time/batch = 0.802
13458/41256 (epoch 11), train_loss = 0.757, time/batch = 0.804
13459/41256 (epoch 11), train_loss = 0.762, time/batch = 0.804
13460/41256 (epoch 11), train_loss = 0.770, time/batch = 0.800
13461/41256 (epoch 11), train_loss = 0.772, time/batch = 0.799
13462/41256 (epoch 11), train_loss = 0.761, time/batch = 0.807
13463/41256 (epoch 11), train_loss = 0.760, time/batch = 0.805
13464/41256 (epoch 11), train_loss = 0.757, time/batch = 0.801
13465/41256 (epoch 11), train_loss = 0.755, time/batch = 0.802
13466/41256 (epoch 11), train_loss = 0.762, time/batch = 0.803
13467/41256 (epoch 11), train_loss = 0.766, time/batch = 0.805
13468/41256 (epoch 11), train_loss = 0.761, time/batch = 0.803
13469/41256 (epoch 11), train_loss = 0.750, time/batch = 0.803
13470/41256 (epoch 11), train_loss = 0.751, time/batch = 0.796
13471/41256 (epoch 11), train_loss = 0.754, time/batch = 0.804
13472/41256 (epoch 11), train_loss = 0.748, time/batch = 0.806
13473/41256 (epoch 11), train_loss = 0.752, time/batch = 0.804
13474/41256 (epoch 11), train_loss = 0.748, time/batch = 0.805
13475/41256 (epoch 11), train_loss = 0.740, time/batch = 0.806
13476/41256 (epoch 11), train_loss = 0.739, time/batch = 0.801
13477/41256 (epoch 11), train_loss = 0.750, time/batch = 0.802
13478/41256 (epoch 11), train_loss = 0.752, time/batch = 0.801
13479/41256 (epoch 11), train_loss = 0.757, time/batch = 0.804
13480/41256 (epoch 11), train_loss = 0.753, time/batch = 0.802
13481/41256 (epoch 11), train_loss = 0.755, time/batch = 0.802
13482/41256 (epoch 11), train_loss = 0.748, time/batch = 0.801
13483/41256 (epoch 11), train_loss = 0.740, time/batch = 0.803
13484/41256 (epoch 11), train_loss = 0.749, time/batch = 0.800
13485/41256 (epoch 11), train_loss = 0.741, time/batch = 0.803
13486/41256 (epoch 11), train_loss = 0.750, time/batch = 0.804
13487/41256 (epoch 11), train_loss = 0.744, time/batch = 0.808
13488/41256 (epoch 11), train_loss = 0.754, time/batch = 0.798
13489/41256 (epoch 11), train_loss = 0.768, time/batch = 0.802
13490/41256 (epoch 11), train_loss = 0.764, time/batch = 0.814
13491/41256 (epoch 11), train_loss = 0.759, time/batch = 0.808
13492/41256 (epoch 11), train_loss = 0.753, time/batch = 0.798
13493/41256 (epoch 11), train_loss = 0.756, time/batch = 0.802
13494/41256 (epoch 11), train_loss = 0.758, time/batch = 0.804
13495/41256 (epoch 11), train_loss = 0.768, time/batch = 0.803
13496/41256 (epoch 11), train_loss = 0.764, time/batch = 0.801
13497/41256 (epoch 11), train_loss = 0.781, time/batch = 0.799
13498/41256 (epoch 11), train_loss = 0.774, time/batch = 0.803
13499/41256 (epoch 11), train_loss = 0.770, time/batch = 0.803
13500/41256 (epoch 11), train_loss = 0.777, time/batch = 0.802
13501/41256 (epoch 11), train_loss = 0.781, time/batch = 0.802
13502/41256 (epoch 11), train_loss = 0.776, time/batch = 0.800
13503/41256 (epoch 11), train_loss = 0.779, time/batch = 0.801
13504/41256 (epoch 11), train_loss = 0.769, time/batch = 0.806
13505/41256 (epoch 11), train_loss = 0.776, time/batch = 0.800
13506/41256 (epoch 11), train_loss = 0.781, time/batch = 0.799
13507/41256 (epoch 11), train_loss = 0.792, time/batch = 0.802
13508/41256 (epoch 11), train_loss = 0.780, time/batch = 0.812
13509/41256 (epoch 11), train_loss = 0.780, time/batch = 0.805
13510/41256 (epoch 11), train_loss = 0.775, time/batch = 0.804
13511/41256 (epoch 11), train_loss = 0.767, time/batch = 0.802
13512/41256 (epoch 11), train_loss = 0.774, time/batch = 0.807
13513/41256 (epoch 11), train_loss = 0.783, time/batch = 0.805
13514/41256 (epoch 11), train_loss = 0.778, time/batch = 0.802
13515/41256 (epoch 11), train_loss = 0.776, time/batch = 0.806
13516/41256 (epoch 11), train_loss = 0.762, time/batch = 0.804
13517/41256 (epoch 11), train_loss = 0.768, time/batch = 0.802
13518/41256 (epoch 11), train_loss = 0.782, time/batch = 0.803
13519/41256 (epoch 11), train_loss = 0.771, time/batch = 0.802
13520/41256 (epoch 11), train_loss = 0.778, time/batch = 0.804
13521/41256 (epoch 11), train_loss = 0.768, time/batch = 0.803
13522/41256 (epoch 11), train_loss = 0.767, time/batch = 0.803
13523/41256 (epoch 11), train_loss = 0.761, time/batch = 0.801
13524/41256 (epoch 11), train_loss = 0.763, time/batch = 0.803
13525/41256 (epoch 11), train_loss = 0.775, time/batch = 0.823
13526/41256 (epoch 11), train_loss = 0.784, time/batch = 0.806
13527/41256 (epoch 11), train_loss = 0.764, time/batch = 0.805
13528/41256 (epoch 11), train_loss = 0.767, time/batch = 0.802
13529/41256 (epoch 11), train_loss = 0.762, time/batch = 0.804
13530/41256 (epoch 11), train_loss = 0.769, time/batch = 0.807
13531/41256 (epoch 11), train_loss = 0.779, time/batch = 0.802
13532/41256 (epoch 11), train_loss = 0.770, time/batch = 0.803
13533/41256 (epoch 11), train_loss = 0.760, time/batch = 0.802
13534/41256 (epoch 11), train_loss = 0.757, time/batch = 0.809
13535/41256 (epoch 11), train_loss = 0.768, time/batch = 0.803
13536/41256 (epoch 11), train_loss = 0.766, time/batch = 0.800
13537/41256 (epoch 11), train_loss = 0.763, time/batch = 0.804
13538/41256 (epoch 11), train_loss = 0.773, time/batch = 0.811
13539/41256 (epoch 11), train_loss = 0.767, time/batch = 0.805
13540/41256 (epoch 11), train_loss = 0.757, time/batch = 0.801
13541/41256 (epoch 11), train_loss = 0.762, time/batch = 0.801
13542/41256 (epoch 11), train_loss = 0.776, time/batch = 0.800
13543/41256 (epoch 11), train_loss = 0.765, time/batch = 0.802
13544/41256 (epoch 11), train_loss = 0.765, time/batch = 0.803
13545/41256 (epoch 11), train_loss = 0.771, time/batch = 0.799
13546/41256 (epoch 11), train_loss = 0.762, time/batch = 0.799
13547/41256 (epoch 11), train_loss = 0.767, time/batch = 0.806
13548/41256 (epoch 11), train_loss = 0.778, time/batch = 0.803
13549/41256 (epoch 11), train_loss = 0.772, time/batch = 0.802
13550/41256 (epoch 11), train_loss = 0.771, time/batch = 0.802
13551/41256 (epoch 11), train_loss = 0.764, time/batch = 0.804
13552/41256 (epoch 11), train_loss = 0.769, time/batch = 0.803
13553/41256 (epoch 11), train_loss = 0.776, time/batch = 0.801
13554/41256 (epoch 11), train_loss = 0.763, time/batch = 0.803
13555/41256 (epoch 11), train_loss = 0.781, time/batch = 0.808
13556/41256 (epoch 11), train_loss = 0.772, time/batch = 0.803
13557/41256 (epoch 11), train_loss = 0.762, time/batch = 0.801
13558/41256 (epoch 11), train_loss = 0.776, time/batch = 0.802
13559/41256 (epoch 11), train_loss = 0.782, time/batch = 0.816
13560/41256 (epoch 11), train_loss = 0.771, time/batch = 0.804
13561/41256 (epoch 11), train_loss = 0.775, time/batch = 0.800
13562/41256 (epoch 11), train_loss = 0.781, time/batch = 0.800
13563/41256 (epoch 11), train_loss = 0.774, time/batch = 0.818
13564/41256 (epoch 11), train_loss = 0.766, time/batch = 0.805
13565/41256 (epoch 11), train_loss = 0.773, time/batch = 0.801
13566/41256 (epoch 11), train_loss = 0.781, time/batch = 0.800
13567/41256 (epoch 11), train_loss = 0.769, time/batch = 0.803
13568/41256 (epoch 11), train_loss = 0.766, time/batch = 0.805
13569/41256 (epoch 11), train_loss = 0.749, time/batch = 0.805
13570/41256 (epoch 11), train_loss = 0.771, time/batch = 0.800
13571/41256 (epoch 11), train_loss = 0.758, time/batch = 0.803
13572/41256 (epoch 11), train_loss = 0.768, time/batch = 0.802
13573/41256 (epoch 11), train_loss = 0.780, time/batch = 0.804
13574/41256 (epoch 11), train_loss = 0.769, time/batch = 0.805
13575/41256 (epoch 11), train_loss = 0.734, time/batch = 0.799
13576/41256 (epoch 11), train_loss = 0.754, time/batch = 0.803
13577/41256 (epoch 11), train_loss = 0.772, time/batch = 0.805
13578/41256 (epoch 11), train_loss = 0.779, time/batch = 0.796
13579/41256 (epoch 11), train_loss = 0.760, time/batch = 0.804
13580/41256 (epoch 11), train_loss = 0.756, time/batch = 0.805
13581/41256 (epoch 11), train_loss = 0.752, time/batch = 0.803
13582/41256 (epoch 11), train_loss = 0.767, time/batch = 0.797
13583/41256 (epoch 11), train_loss = 0.757, time/batch = 0.801
13584/41256 (epoch 11), train_loss = 0.764, time/batch = 0.800
13585/41256 (epoch 11), train_loss = 0.758, time/batch = 0.802
13586/41256 (epoch 11), train_loss = 0.754, time/batch = 0.798
13587/41256 (epoch 11), train_loss = 0.740, time/batch = 0.803
13588/41256 (epoch 11), train_loss = 0.748, time/batch = 0.819
13589/41256 (epoch 11), train_loss = 0.759, time/batch = 0.804
13590/41256 (epoch 11), train_loss = 0.757, time/batch = 0.805
13591/41256 (epoch 11), train_loss = 0.740, time/batch = 0.798
13592/41256 (epoch 11), train_loss = 0.745, time/batch = 0.800
13593/41256 (epoch 11), train_loss = 0.754, time/batch = 0.803
13594/41256 (epoch 11), train_loss = 0.750, time/batch = 0.806
13595/41256 (epoch 11), train_loss = 0.757, time/batch = 0.800
13596/41256 (epoch 11), train_loss = 0.763, time/batch = 0.798
13597/41256 (epoch 11), train_loss = 0.774, time/batch = 0.802
13598/41256 (epoch 11), train_loss = 0.767, time/batch = 0.805
13599/41256 (epoch 11), train_loss = 0.770, time/batch = 0.802
13600/41256 (epoch 11), train_loss = 0.751, time/batch = 0.804
13601/41256 (epoch 11), train_loss = 0.767, time/batch = 0.812
13602/41256 (epoch 11), train_loss = 0.765, time/batch = 0.805
13603/41256 (epoch 11), train_loss = 0.771, time/batch = 0.803
13604/41256 (epoch 11), train_loss = 0.778, time/batch = 0.804
13605/41256 (epoch 11), train_loss = 0.781, time/batch = 0.798
13606/41256 (epoch 11), train_loss = 0.770, time/batch = 0.802
13607/41256 (epoch 11), train_loss = 0.784, time/batch = 0.803
13608/41256 (epoch 11), train_loss = 0.795, time/batch = 0.804
13609/41256 (epoch 11), train_loss = 0.793, time/batch = 0.801
13610/41256 (epoch 11), train_loss = 0.796, time/batch = 0.801
13611/41256 (epoch 11), train_loss = 0.801, time/batch = 0.803
13612/41256 (epoch 11), train_loss = 0.795, time/batch = 0.803
13613/41256 (epoch 11), train_loss = 0.803, time/batch = 0.800
13614/41256 (epoch 11), train_loss = 0.805, time/batch = 0.801
13615/41256 (epoch 11), train_loss = 0.803, time/batch = 0.803
13616/41256 (epoch 11), train_loss = 0.803, time/batch = 0.811
13617/41256 (epoch 11), train_loss = 0.807, time/batch = 0.799
13618/41256 (epoch 11), train_loss = 0.802, time/batch = 0.799
13619/41256 (epoch 11), train_loss = 0.809, time/batch = 0.812
13620/41256 (epoch 11), train_loss = 0.816, time/batch = 0.807
13621/41256 (epoch 11), train_loss = 0.806, time/batch = 0.804
13622/41256 (epoch 11), train_loss = 0.810, time/batch = 0.799
13623/41256 (epoch 11), train_loss = 0.805, time/batch = 0.803
13624/41256 (epoch 11), train_loss = 0.799, time/batch = 0.804
13625/41256 (epoch 11), train_loss = 0.801, time/batch = 0.803
13626/41256 (epoch 11), train_loss = 0.803, time/batch = 0.800
13627/41256 (epoch 11), train_loss = 0.796, time/batch = 0.800
13628/41256 (epoch 11), train_loss = 0.792, time/batch = 0.805
13629/41256 (epoch 11), train_loss = 0.790, time/batch = 0.803
13630/41256 (epoch 11), train_loss = 0.782, time/batch = 0.806
13631/41256 (epoch 11), train_loss = 0.777, time/batch = 0.802
13632/41256 (epoch 11), train_loss = 0.796, time/batch = 0.802
13633/41256 (epoch 11), train_loss = 0.784, time/batch = 0.803
13634/41256 (epoch 11), train_loss = 0.767, time/batch = 0.799
13635/41256 (epoch 11), train_loss = 0.769, time/batch = 0.801
13636/41256 (epoch 11), train_loss = 0.771, time/batch = 0.806
13637/41256 (epoch 11), train_loss = 0.771, time/batch = 0.807
13638/41256 (epoch 11), train_loss = 0.769, time/batch = 0.801
13639/41256 (epoch 11), train_loss = 0.762, time/batch = 0.802
13640/41256 (epoch 11), train_loss = 0.769, time/batch = 0.801
13641/41256 (epoch 11), train_loss = 0.760, time/batch = 0.804
13642/41256 (epoch 11), train_loss = 0.767, time/batch = 0.801
13643/41256 (epoch 11), train_loss = 0.763, time/batch = 0.803
13644/41256 (epoch 11), train_loss = 0.764, time/batch = 0.806
13645/41256 (epoch 11), train_loss = 0.766, time/batch = 0.802
13646/41256 (epoch 11), train_loss = 0.753, time/batch = 0.804
13647/41256 (epoch 11), train_loss = 0.756, time/batch = 0.803
13648/41256 (epoch 11), train_loss = 0.762, time/batch = 0.803
13649/41256 (epoch 11), train_loss = 0.778, time/batch = 0.807
13650/41256 (epoch 11), train_loss = 0.771, time/batch = 0.805
13651/41256 (epoch 11), train_loss = 0.777, time/batch = 0.801
13652/41256 (epoch 11), train_loss = 0.785, time/batch = 0.802
13653/41256 (epoch 11), train_loss = 0.782, time/batch = 0.801
13654/41256 (epoch 11), train_loss = 0.775, time/batch = 0.804
13655/41256 (epoch 11), train_loss = 0.771, time/batch = 0.800
13656/41256 (epoch 11), train_loss = 0.786, time/batch = 0.802
13657/41256 (epoch 11), train_loss = 0.785, time/batch = 0.804
13658/41256 (epoch 11), train_loss = 0.776, time/batch = 0.803
13659/41256 (epoch 11), train_loss = 0.788, time/batch = 0.805
13660/41256 (epoch 11), train_loss = 0.775, time/batch = 0.799
13661/41256 (epoch 11), train_loss = 0.785, time/batch = 0.801
13662/41256 (epoch 11), train_loss = 0.774, time/batch = 0.799
13663/41256 (epoch 11), train_loss = 0.786, time/batch = 0.802
13664/41256 (epoch 11), train_loss = 0.789, time/batch = 0.805
13665/41256 (epoch 11), train_loss = 0.783, time/batch = 0.800
13666/41256 (epoch 11), train_loss = 0.785, time/batch = 0.803
13667/41256 (epoch 11), train_loss = 0.775, time/batch = 0.804
13668/41256 (epoch 11), train_loss = 0.782, time/batch = 0.805
13669/41256 (epoch 11), train_loss = 0.787, time/batch = 0.804
13670/41256 (epoch 11), train_loss = 0.776, time/batch = 0.797
13671/41256 (epoch 11), train_loss = 0.776, time/batch = 0.800
13672/41256 (epoch 11), train_loss = 0.772, time/batch = 0.813
13673/41256 (epoch 11), train_loss = 0.779, time/batch = 0.804
13674/41256 (epoch 11), train_loss = 0.766, time/batch = 0.805
13675/41256 (epoch 11), train_loss = 0.771, time/batch = 0.800
13676/41256 (epoch 11), train_loss = 0.774, time/batch = 0.813
13677/41256 (epoch 11), train_loss = 0.779, time/batch = 0.804
13678/41256 (epoch 11), train_loss = 0.771, time/batch = 0.803
13679/41256 (epoch 11), train_loss = 0.762, time/batch = 0.801
13680/41256 (epoch 11), train_loss = 0.780, time/batch = 0.800
13681/41256 (epoch 11), train_loss = 0.773, time/batch = 0.801
13682/41256 (epoch 11), train_loss = 0.756, time/batch = 0.804
13683/41256 (epoch 11), train_loss = 0.766, time/batch = 0.799
13684/41256 (epoch 11), train_loss = 0.773, time/batch = 0.812
13685/41256 (epoch 11), train_loss = 0.770, time/batch = 0.804
13686/41256 (epoch 11), train_loss = 0.751, time/batch = 0.805
13687/41256 (epoch 11), train_loss = 0.773, time/batch = 0.801
13688/41256 (epoch 11), train_loss = 0.777, time/batch = 0.804
13689/41256 (epoch 11), train_loss = 0.756, time/batch = 0.806
13690/41256 (epoch 11), train_loss = 0.766, time/batch = 0.805
13691/41256 (epoch 11), train_loss = 0.772, time/batch = 0.803
13692/41256 (epoch 11), train_loss = 0.765, time/batch = 0.801
13693/41256 (epoch 11), train_loss = 0.756, time/batch = 0.802
13694/41256 (epoch 11), train_loss = 0.759, time/batch = 0.805
13695/41256 (epoch 11), train_loss = 0.764, time/batch = 0.804
13696/41256 (epoch 11), train_loss = 0.759, time/batch = 0.801
13697/41256 (epoch 11), train_loss = 0.771, time/batch = 0.803
13698/41256 (epoch 11), train_loss = 0.775, time/batch = 0.815
13699/41256 (epoch 11), train_loss = 0.773, time/batch = 0.803
13700/41256 (epoch 11), train_loss = 0.767, time/batch = 0.804
13701/41256 (epoch 11), train_loss = 0.759, time/batch = 0.803
13702/41256 (epoch 11), train_loss = 0.765, time/batch = 0.799
13703/41256 (epoch 11), train_loss = 0.754, time/batch = 0.804
13704/41256 (epoch 11), train_loss = 0.764, time/batch = 0.802
13705/41256 (epoch 11), train_loss = 0.772, time/batch = 0.800
13706/41256 (epoch 11), train_loss = 0.748, time/batch = 0.801
13707/41256 (epoch 11), train_loss = 0.759, time/batch = 0.806
13708/41256 (epoch 11), train_loss = 0.742, time/batch = 0.803
13709/41256 (epoch 11), train_loss = 0.757, time/batch = 0.803
13710/41256 (epoch 11), train_loss = 0.754, time/batch = 0.801
13711/41256 (epoch 11), train_loss = 0.760, time/batch = 0.816
13712/41256 (epoch 11), train_loss = 0.756, time/batch = 0.801
13713/41256 (epoch 11), train_loss = 0.753, time/batch = 0.804
13714/41256 (epoch 11), train_loss = 0.757, time/batch = 0.799
13715/41256 (epoch 11), train_loss = 0.750, time/batch = 0.803
13716/41256 (epoch 11), train_loss = 0.751, time/batch = 0.801
13717/41256 (epoch 11), train_loss = 0.757, time/batch = 0.803
13718/41256 (epoch 11), train_loss = 0.759, time/batch = 0.801
13719/41256 (epoch 11), train_loss = 0.754, time/batch = 0.803
13720/41256 (epoch 11), train_loss = 0.739, time/batch = 0.802
13721/41256 (epoch 11), train_loss = 0.740, time/batch = 0.807
